User,Chatbot,Intent
They renewed my favorite show for two more seasons,I am glad your favorite show was renewed for two more seasons,
Me and Susan got engaged,I am happy to hear you got engaged,
Me and Susan got engaged,I am happy to hear that you and Susan got engaged,
Dad was able to fix my car 's engine,I am happy Dad was able to fix your car,
Dad was able to fix my car 's engine,I am happy Dad was able to fix your car 's engine,
"When he died , we lost someone who made a huge difference in our community",I am sorry you lost someone,
"When he died , we lost someone who made a huge difference in our community",I am sorry you lost someone who made a such a difference,
I broke my favorite mug,I am sorry to hear about the mug,
I broke my favorite mug,I am sorry that you broke your favorite mug,
"This morning my friend called me and told me his dog died , I felt awful",I am sad to hear that your friend 's dog died and now you are feeling bad about it,
"I practiced the fiddle for an hour a day , and they 're letting me play on open mic night",I am happy they are letting you play,
"I practiced the fiddle for an hour a day , and they 're letting me play on open mic night",I am happy they 're letting you play on open mic night,
I picked up my one - year chip today,I am happy you picked up your one - year chip,
I just lost a lot of weight,I am glad to hear you lost weight,
I just lost a lot of weight,I am glad to hear you lost a lot of weight,
The funeral was a sad affair,I am sorry about the funeral,
The funeral was a sad affair,I am sorry the funeral was a sad affair,
I got paid two days early and more than I expected,I am happy to hear about you being paid two days early,
I got paid two days early and more than I expected,I am glad to hear about being paid two days earlier then expected,
I was just told they revoked my bail,I am sorry to hear they revoked it,
I was just told they revoked my bail,I am sorry to hear they revoked your bail,
The surgery went great,I am glad surgery went well,
The surgery went great,I am glad to hear that the surgery went well for you,
I do n't like to complain but this smells horrible,I am sorry it smells,
I do n't like to complain but this smells horrible,I am sorry this smells horrible,
I think it means more if people have n't seen each other in a while,I am glad more people have n't seen each other,
I think it means more if people have n't seen each other in a while,I am glad you think it means more people have n't seen each other,
We are finally taking the dream vacation,I am glad to hear about the vacation,
We are finally taking the dream vacation,I am glad you are finally taking the dream vacation,
My sister 's dog got back from the vet and they said his system is now stable,I am happy about your sister 's dog,
My sister 's dog got back from the vet and they said his system is now stable,I am glad your sister 's dog is now stable,
I won the employee of the month award,I am glad to hear about your award,
I won the employee of the month award,I am happy about the employee award,
It 's going to rain all day and we 'll be stuck inside,I am sorry to hear about the rain,
It 's going to rain all day and we 'll be stuck inside,I am sorry to we 'll be stuck inside all day because of the rain,
The people who totaled my car do n't have any insurance,I am sorry to hear that they do n't have insurance,
The people who totaled my car do n't have any insurance,I am sorry to hear that the people who totaled your car do n't have any insurance,
My favorite football team the Baltimore Ravens lost their third consecutive game today,I am sorry to hear about the Baltimore Ravens third loss,
I became homeless for a while after losing my home,I am sorry that losing your home made you homeless,
I became homeless for a while after losing my home,I am sorry that you became homeless for a while after losing your home,
the stock prices were very dissapointing,I am sorry about the stock prices,
the stock prices were very dissapointing,I am sorry the stock prices were disappointing,
